14331 | galactose | organic molecule | chromoplast | organelle 
12597 | carbon 13 atom | atom | uncoupling protein | transmembrane protein 
19572 | plasmodesmata | cellular structure | sunlight | light 
5744 | carbohydrate | double bond | plant cell | turgor pressure 
15223 | algal cell | rough endoplasmic reticulum | mesophyll | mesophyll cell 
8169 | phosphatidylcholine | ester linkage | disaccharide | kinetic energy 
673 | GTP | kinetic energy | triose | polar covalent bond 
3834 | C4-photosynthesis | Metabolic pathway | Lactic acid fermentation | Fermentation 
457 | phosphatidylcholine | ester linkage | proton pump | single bond 
16276 | prokaryotic flagellum | flagellum | chaperonin | protein complex 
705 | carrier protein | phospholipid bilayer | ATP synthase | phospholipid bilayer 
8841 | cotransporter | transport membrane protein | cholesterol | molecule 
7323 | strong acid | acid | polypeptide | polymer 
12542 | Synthesis of amino acid | Chemical reaction | ethyl alcohol | molecule 
14179 | Reversible non competitive inhibition | Inhibition | Anaerobic respiration | Exergonic process 
2878 | chlorophyll B | carbonyl group | storage polysaccharide | carbonyl group 
4934 | sucrose | double bond | 3 phosphoglycerate | single bond 
1297 | amino acid | amino group | monosaccharide | hydroxyl group 
5058 | cytoskeleton | cellular structure | algal cell | walled cell 
11713 | monosaccharide | polar covalent bond | triose | double bond 
9481 | animal | organism | radioactive isotope | atom 
11648 | chlorophyll B | kinetic energy | glucose | double bond 
17771 | hydrogen atom | atomic nucleus | P700 | methyl group 
9194 | Alcohol fermentation by yeast | Anaerobic metabolism | unsaturated fat | fat molecule 
261 | chlorophyll A | photosynthetic pigment | ion-channel | channel protein 
9765 | sodium-potassium pump | kinetic energy | phospholipid | ester linkage 
4816 | electron | potential energy | rubisco | disulfide bond 
7848 | triose | hydroxyl group | ribulose bisphosphate | phosphate group 
8274 | NADPH | kinetic energy | basic amino acid | single bond 
12300 | phosphofructokinase | covalent bond | water molecule | polar covalent bond 
2532 | steroid | lipid | organic molecule | molecule 
14971 | nonpolar covalent bond | chemical bond | disulfide bond | single bond 
5187 | isoleucine | organic molecule | chromoplast | plastid 
18355 | Inactivation of cAMP | Hydrolysis | cis trans isomer | isomer 
18092 | tryptophan | organic molecule | triose | monosaccharide 
1569 | NADH | carbon skeleton | amine | amino group 
4498 | cytoplasmic protein kinase | transferase | maltose | sugar 
8544 | animal | multicellular organism | beta tubulin | polypeptide 
7377 | beta tubulin | polypeptide | Substrate level phosphorylation | Synthesis of ATP 
108 | Osmosis | Diffusion | Facilitated diffusion | Diffusion 
397 | chlorophyll B | chlorophyll | amyloplast | plastid 
16863 | ethyl alcohol | polar covalent bond | ATP | kinetic energy 
4201 | lactic acid | carboxyl group | ribulose bisphosphate | hydroxyl group 
6618 | sodium chloride | ionic attraction | plastoquinone | kinetic energy 
15011 | Citric acid cycle | Catabolic pathway | hydrophobic amino acid | amino acid 
5224 | peroxisome | cellular structure | cytochrome A3 | cytochrome 
15514 | vitamin | molecule | oxidoreductase | enzyme 
5121 | disaccharide | polar covalent bond | P680 | single bond 
17789 | fatty acid | carbon skeleton | NADPH | carbon skeleton 
19721 | triose | carbohydrate | oil | fat molecule 
13471 | unsaturated fat | double bond | gated Channel | peptide linkage 
2706 | carbohydrate | carbonyl group | allosteric enzyme | carbon skeleton 
5929 | hypotonic solution | mixture | Lactic acid fermentation by bacteria | Exergonic reaction 
4344 | monosaccharide | polar covalent bond | PGAP | double bond 
5543 | storage polysaccharide | double bond | ADP | kinetic energy 
9469 | antiporter | transmembrane protein | symporter | transport membrane protein 
10565 | endoplasmic reticulum | cisternal space | phosphatidylcholine | hydrophilic head 
14957 | mitochondrion | mitochondrial matrix | carbon atom | atomic nucleus 
2924 | nucleotide | organic molecule | Passive transport | Diffusion 
5828 | chlorophyll B | oxygen atom | sunlight | ultraviolet ray 
12175 | hexose | carbonyl group | NAD plus | carbon skeleton 
6466 | collagen | amphipathic molecule | radio wave | energy 
318 | Osmosis | Passive transport | 3 phosphoglycerate | organic molecule 
15489 | cellulose | polymer | threonine | polar amino acid 
11882 | glycogen | glucose | exoskeleton | chitin 
3486 | glycolipid | kinetic energy | sucrose | double bond 
2298 | heme | organic molecule | gated Channel | channel protein 
6582 | asparagine | single bond | unsaturated fatty acid | kinetic energy 
11560 | eukaryotic flagellum | cellular structure | green light | electromagnetic energy 
288 | electromagnetic energy | energy | Cellular respiration of protein | Metabolism 
6048 | triglyceride | lipid | eukaryote | organism 
1684 | lysosomal enzyme | kinetic energy | proton pump | double bond 
14976 | isoleucine | organic molecule | triose | sugar 
6074 | Citric acid cycle | Exergonic reaction | Passive transport | Diffusion 
8323 | NADPH | kinetic energy | carbohydrate side chain | polar covalent bond 
4484 | polysaccharide | double bond | PEP carboxylase | disulfide bond 
2707 | molecule | chemical bond | beta tubulin | kinetic energy 
7525 | fatty acid | compound | phosphate bond | covalent bond 
12781 | erythrocyte | animal cell | radioactive isotope | atom 
17124 | erythrocyte | cytoplasm | buffer | weak acid 
5454 | chemical energy | potential energy | concentration gradient | gradient 
6522 | calcium | atom | Cellular respiration | Catabolic pathway 
1458 | disaccharide | double bond | lactic acid | kinetic energy 
15691 | sulfur atom | atom | methane | hydrocarbon molecule 
9338 | guanine | compound | green light | radiation 
15012 | carbohydrate side chain | polar covalent bond | aspartic acid | single bond 
10284 | tubulin | kinetic energy | microfilament | kinetic energy 
4042 | hypertonic solution | mixture | disaccharide | organic molecule 
4992 | aspartic acid | carbon skeleton | aldehyde | carbonyl group 
1821 | zinc atom | atom | cellulose | hydrophilic compound 
9950 | alpha tubulin | kinetic energy | P680 | kinetic energy 
7160 | amino acid | kinetic energy | proton pump | peptide linkage 
6942 | macrophage | peroxisome | O2-gas | oxygen molecule 
12304 | hydrophilic amino acid | molecule | sugar | carbohydrate 
1635 | integral protein | kinetic energy | polypeptide | peptide linkage 
18953 | ice | hydrogen-bond | P700 | single bond 
1134 | plant | Photosynthesis | ATP synthase | Synthesis of ATP 
10336 | transport membrane protein | kinetic energy | ATP synthase | peptide linkage 
4060 | saturated fatty acid | kinetic energy | phosphofructokinase | kinetic energy 
12129 | DNA | molecule | methane | organic molecule 
3394 | chlorophyll B | kinetic energy | cellulose | double bond 
7102 | sunlight | infrared ray | chloroplast | carotenoid 
2335 | chemoautotroph | autotroph | RNA | nucleic acid 
17701 | chitin | polar covalent bond | water molecule | polar covalent bond 
742 | cytoplasmic protein kinase | protein kinase | Cell signaling with receptor tyrosine kinase | Cell signaling with plasma membrane receptor 
10367 | transport membrane protein | polypeptide | cytoskeleton | microtubule 
8546 | Lactic acid fermentation by bacteria | Lactic acid fermentation | plant cell | walled cell 
11268 | carbon 14 atom | radioactive isotope | Enzymatic reaction | Chemical reaction 
7262 | animal cell | eukaryotic cell | Control of glycolysis | Regulation 
1024 | cellulose | double bond | ATP synthase | peptide linkage 
9694 | carbohydrate | molecule | water molecule | polar molecule 
4807 | protein | molecule | ketone | molecule 
5317 | hydrogen ion gradient | gradient | peptide linkage | polar covalent bond 
2449 | Hydrolysis | Chemical reaction | Pyruvate oxidation | Metabolic pathway 
11135 | chlorine atom | neutron | hydrogenated vegetable oil | saturated fat 
11084 | Cell communication with epinephrine in muscle cell | Cell communication with endocrine hormone | glycerol | alcohol 
15525 | phospholipid | oxygen atom | radioactive tracer | radioactive isotope 
957 | polypeptide | peptide linkage | carbon dioxide | polar covalent bond 
13672 | polar substance | hydrophilic substance | asparagine | polar amino acid 
637 | cellulose | Adhesion | ribonuclease | Hydrolysis 
4469 | animal | water | centrosome | centriole 
980 | aspartic acid | carbon skeleton | amino acid | amino group 
18492 | plastoquinone | carbon skeleton | amylose | hydroxyl group 
73 | rubisco | lyase | cytochrome A3 | cytochrome 
7769 | electromagnetic spectrum | spectrum | nucleus | organelle 
1084 | plant cell-wall | cell wall | infrared ray | light 
784 | ATP synthase | kinetic energy | methane | single bond 
1491 | endomembranous system | vesicle | thylakoid electron transport chain | plastoquinone 
17035 | acetyl CoA | double bond | RNA | phosphodiester bond 
5313 | maltose | double bond | protein | peptide linkage 
1195 | lactic acid | carboxyl group | prokaryote | nucleoid 
898 | Feedback inhibition of glycolysis by ATP | Inhibition | allosteric enzyme | protein enzyme 
3878 | Lactic acid fermentation by bacteria | Catabolic pathway | primary lysosome | organelle 
1275 | integrin | receptor protein | Oxidative phosphorylation | Metabolic pathway 
6006 | fluorine atom | atom | chemical energy | potential energy 
16068 | boron atom | atomic nucleus | nucleotide | carbon skeleton 
19198 | Light reaction | Metabolic pathway | entropy | energy 
5250 | light | energy | amyloplast | organelle 
7791 | phospholipid | kinetic energy | storage polysaccharide | polar covalent bond 
13668 | cholesterol | carbon skeleton | NAD plus | carbon skeleton 
1903 | central vacuole | vesicle | Chemical equilibrium reaction | Chemical reaction 
1188 | rubisco | disulfide bond | 3 phosphoglycerate | single bond 
18718 | NAD plus | carbon skeleton | FADH2 | carbon skeleton 
8193 | Communication by direct contact | Cell communication | Energy investment phase of glycolysis | Catabolic pathway 
6419 | glycerol | molecule | oxidoreductase | protein enzyme 
15492 | cellulose | compound | threonine | amino acid 
18030 | cellulose | carbon skeleton | GTP | carbon skeleton 
11317 | nuclear-envelope | intermembrane space | ADP | phosphate group 
5526 | phosphatidylcholine | phospholipid | weak acid | acid 
4545 | ionic compound | anion | hydrogenated vegetable oil | saturated fat 
11751 | oligosaccharide | glycosidic linkage | PGAP | double bond 
4649 | nicotinamide | nitrogenous base | ribosome | cellular structure 
9498 | Cyclic electron flow | Exergonic process | ion-channel | transmembrane protein 
703 | methane | single bond | glycogen | polar covalent bond 
17127 | Conversion of lactate to pyruvate by liver cell | Redox reaction | Chemical equilibrium reaction | Reversible reaction 
1520 | alanine | kinetic energy | hydrogen ion gradient | proton-motive force 
3395 | chlorophyll B | single bond | cellulose | kinetic energy 
13295 | 3 phosphoglycerate | carboxyl group | rough endoplasmic reticulum | cisternal space 
18257 | tyrosine | organic molecule | sunlight | radiation 
10156 | phosphofructokinase | monomer | rough endoplasmic reticulum | bound ribosome 
2100 | carbon dioxide | polar covalent bond | acidic amino acid | single bond 
268 | water molecule | polar molecule | buffered solution | aqueous solution 
14082 | tyrosine | nonpolar covalent bond | carrier protein | kinetic energy 
1594 | carbohydrate | kinetic energy | glycogen | polar covalent bond 
1315 | nucleotide | kinetic energy | aspartic acid | single bond 
11321 | ADP | kinetic energy | NADH | kinetic energy 
14597 | hydrophilic amino acid | R-group | amylose | carbonyl group 
317 | bacterium | prokaryote | Cellular respiration | Catabolic pathway 
17296 | cytochrome | kinetic energy | intermediate filament | kinetic energy 
13970 | actin | monomer | cytoskeleton | microfilament 
7089 | oligosaccharide | glycosidic linkage | GTP | single bond 
3214 | photon | radiation | sucrose | disaccharide 
16730 | FADH2 | organic molecule | membrane protein | organic molecule 
11764 | atom | kinetic energy | 3 phosphoglycerate | kinetic energy 
5716 | PEP carboxylase | protein enzyme | saturated fatty acid | hydrophobic compound 
494 | GTP | kinetic energy | hydrocarbon molecule | single bond 
9148 | ribulose bisphosphate | polar covalent bond | carbohydrate | polar covalent bond 
11027 | cytochrome complex | protein complex | Signal transduction with phosphorylation cascade | Signal transduction 
711 | hydration shell | water | gated Channel | phospholipid bilayer 
19385 | protein | molecule | unsaturated fat | triglyceride 
10374 | polymer | covalent bond | MRNA | kinetic energy 
9586 | PGAP | kinetic energy | sodium-potassium pump | double bond 
13666 | alpha tubulin | kinetic energy | ionic compound | ionic attraction 
1640 | carrier protein | transport membrane protein | buffered solution | aqueous solution 
6857 | NADH | carbon skeleton | phospholipid | fatty acid tail 
19504 | carbohydrate side chain | carbonyl group | pyruvate | carbon skeleton 
4882 | P680 | pigment | maltose | disaccharide 
3134 | pentose | double bond | fat molecule | chemical energy 
13930 | cellulose | carbonyl group | phospholipid | fatty acid tail 
1739 | glucose-6-phosphate | kinetic energy | triose | double bond 
406 | chlorophyll A | chlorophyll | phospholipid bilayer | cellular structure 
4134 | Cellular respiration of glycogen | Exergonic process | ligase | protein 
4655 | chlorophyll B | single bond | plant cell | turgor pressure 
53 | stroma | protein enzyme | cisternal space | aqueous solution 
17136 | integral protein | hydrophobic amino acid | water vapour | water molecule 
16319 | cisterna | cellular structure | pyrimidine | nitrogenous base 
14727 | sucrose | fructose | endoplasmic reticulum | aqueous solution 
7690 | basic amino acid | kinetic energy | carbon dioxide | double bond 
6387 | glycogen | polysaccharide | sunlight | radiation 
15989 | tryptophan | organic molecule | disulfide bond | chemical bond 
3569 | galactose | sugar | ion-channel | transport membrane protein 
455 | phospholipid | phosphate group | atom | atomic nucleus 
3451 | chlorophyll A | magnesium atom | chloroplast | protein enzyme 
16641 | ester linkage | covalent bond | Cellular respiration of protein | Metabolism 
84 | amino acid sequence | amino acid | granum | thylakoid 
10038 | polysaccharide | double bond | glycogen | polar covalent bond 
9337 | RNA | phosphodiester bond | integrin | kinetic energy 
4870 | double bond | chemical bond | Alcohol fermentation | Anaerobic metabolism 
5609 | proton pump | monomer | chromosome | DNA 
10499 | lactic acid | carbon skeleton | adenylyl cyclase | active site 
11739 | P680 | methyl group | atom | atomic nucleus 
12263 | alcohol dehydrogenase | oxidoreductase | first law of thermodynamics | scientific law 
19118 | Movement of hydrophobic molecule across biomembrane | Diffusion | peptide linkage | chemical bond 
17022 | monosaccharide | double bond | unsaturated fat | double bond 
13823 | Condensation reaction | Chemical reaction | globular protein | protein 
11575 | PEP carboxylase | kinetic energy | ATP | single bond 
7650 | ATP | carbon skeleton | lactic acid | carboxyl group 
15459 | fat molecule | fatty acid tail | lactate | hydroxyl group 
1411 | phosphofructokinase | kinetic energy | PGAP | double bond 
726 | lactic acid | carbon skeleton | phospholipid | hydrophilic head 
17451 | chlorophyll B | accessory pigment | weak acid | acid 
14844 | saturated fatty acid | carbon skeleton | AMP | phosphate group 
2443 | proton pump | peptide linkage | amino acid | kinetic energy 
7518 | protein | peptide linkage | tyrosine | single bond 
15456 | C4 plant | eukaryote | transferase | protein enzyme 
2535 | lysosomal enzyme | Hydrolysis | C4 plant | C4-photosynthesis 
5941 | acidic amino acid | polar side chain | hexose | carbonyl group 
4977 | organelle | cellular structure | Polymer breakdown | Catabolic pathway 
10002 | animal | eukaryote | light | electromagnetic energy 
482 | NADPH | kinetic energy | polymer | covalent bond 
8609 | glycoprotein | organic molecule | hydrocarbon molecule | molecule 
4409 | NADP Plus | kinetic energy | aquaporin | kinetic energy 
15488 | chitin | kinetic energy | basic amino acid | kinetic energy 
19767 | Hydrolysis | Exergonic process | triose | monosaccharide 
12761 | hydrophobic amino acid | nonpolar covalent bond | alpha tubulin | kinetic energy 
18532 | magnesium atom | atom | oil | fat molecule 
3386 | cotransporter | carrier protein | hydrophobic compound | compound 
17812 | MRNA | kinetic energy | lysosomal enzyme | kinetic energy 
19780 | pyruvate | carboxyl group | phospholipid | phosphate group 
5438 | unsaturated fatty acid | fatty acid | ester linkage | polar covalent bond 
12372 | polysaccharide | carbonyl group | ATP | carbon skeleton 
1041 | Lactic acid fermentation in muscle cell | Anaerobic metabolism | rubisco | protein enzyme 
1042 | rubisco | disulfide bond | hydrocarbon molecule | single bond 
15450 | lactic acid | carboxyl group | nucleotide | carbon skeleton 
7316 | chitin | hydroxyl group | 3 phosphoglycerate | phosphate group 
11772 | integrin | kinetic energy | lactic acid | kinetic energy 
10261 | ATP synthase | kinetic energy | phosphofructokinase | covalent bond 
8720 | carbohydrate | kinetic energy | basic amino acid | single bond 
8488 | Receptor mediated endocytosis | Endocytosis | nucleic acid | polymer 
3709 | G-protein | monomer | amylopectin | monomer 
19036 | Dephosphorylation of ATP | Exergonic process | glyoxysome | organelle 
18747 | carbon 14 atom | radioactive isotope | concentration gradient | gradient 
1490 | Energy investment phase of glycolysis | Exergonic process | chitin | polysaccharide 
15682 | carbon 13 atom | neutron | chloroplast | chloroplast membrane 
13803 | microfibril | kinetic energy | carbon dioxide | polar covalent bond 
11415 | ligase | protein | first law of thermodynamics | law of thermodynamics 
11738 | organic molecule | molecule | C3 plant | plant 
16875 | cation | ion | oil | fat molecule 
10251 | phosphodiester bond | chemical bond | rough endoplasmic reticulum | organelle 
10171 | van der waals interaction | chemical bond | Energy investment phase of glycolysis | Catabolic pathway 
499 | AMP | carbon skeleton | adenylyl cyclase | active site 
17279 | accessory pigment | pigment | aldehyde | molecule 
9500 | carbohydrate side chain | carbon skeleton | glycogen | carbon skeleton 
7684 | plant cell | chloroplast | hydroxide ion | oxygen atom 
962 | rubisco | disulfide bond | P680 | single bond 
14629 | glycogen | kinetic energy | molecule | chemical bond 
13680 | ionic compound | hydrophilic compound | oxidoreductase | protein enzyme 
12374 | chitin | hydroxyl group | triose | hydroxyl group 
9766 | glycerol | alcohol | thylakoid | cellular structure 
4010 | chlorophyll B | kinetic energy | sodium-potassium pump | peptide linkage 
91 | Anabolic pathway | Metabolic pathway | Anaerobic metabolism | Metabolism 
8329 | ribose | aldehyde | Reversible non competitive inhibition | Inhibition 
9640 | atom | kinetic energy | pentose | polar covalent bond 
4696 | intermediate filament | carbon skeleton | allosteric enzyme | active site 
8027 | starch | carbohydrate | hexose | sugar 
12535 | Oxidative phosphorylation | Metabolic pathway | Reversible non competitive inhibition | Non competitive inhibition 
5691 | asparagine | carboxyl group | glycogen | carbonyl group 
18615 | sugar | carbohydrate | Signal transduction with Ca2 plus | Signal transduction with second messenger 
4303 | ribulose bisphosphate | pentose | Reverse reaction | Chemical reaction 
12813 | radio wave | energy | DNA | polymer 
2741 | glycogen | kinetic energy | glycoprotein | kinetic energy 
10943 | smooth endoplasmic reticulum | endoplasmic reticulum | cotransporter | carrier protein 
15244 | nonpolar molecule | covalent bond | carrier protein | peptide linkage 
3940 | electromagnetic energy | energy | disaccharide | carbohydrate 
5987 | ATP | carbon skeleton | chitin | carbonyl group 
14249 | ribulose bisphosphate | carbonyl group | aldehyde | carbon skeleton 
9138 | C3 plant | plant cell | water molecule | oxygen atom 
5671 | acetyl CoA | double bond | glycine | nonpolar covalent bond 
11713 | carbonyl group | functional group | chemical energy | potential energy 
16005 | chemical element | atom | ER membrane | carbohydrate 
19661 | ligase | protein | glycoprotein | protein 
14032 | glucose-6-phosphate | single bond | acetyl CoA | double bond 
18074 | capsule | cellular structure | early prokaryote | prokaryote 
376 | DNA | organic molecule | cellulose | molecule 
16759 | extra cellular fluid | aqueous solution | methionine | amino acid 
10707 | boron atom | atom | chemical energy | potential energy 
5262 | PGAP | single bond | carbohydrate side chain | double bond 
32 | ATP synthase | phospholipid bilayer | transport membrane protein | phospholipid bilayer 
7207 | chlorophyll A | carbon skeleton | monosaccharide | carbonyl group 
4956 | P700 | carbon skeleton | sulfur atom | atomic nucleus 
5122 | glycolipid | organic molecule | lyase | enzyme 
18986 | PGAP | single bond | oligosaccharide | double bond 
2098 | glucose-6-phosphate | phosphate group | ribulose bisphosphate | phosphate group 
416 | Non competitive inhibition | Regulation | methionine | hydrophobic amino acid 
14367 | secondary lysosome | cellular structure | disaccharide | carbohydrate 
15799 | basic amino acid | polar side chain | phospholipid | fatty acid tail 
5107 | carotenoid | chemical bond | polysaccharide | kinetic energy 
10421 | alanine | nonpolar covalent bond | sucrose | kinetic energy 
4168 | mitochondrial membrane | intermembrane space | lactate | hydroxyl group 
4290 | olive oil | fat molecule | connexon | channel protein 
16522 | double bond | chemical bond | plant | organism 
8132 | polypeptide | peptide linkage | molecule | kinetic energy 
1414 | valine | amino acid | alanine | hydrophobic amino acid 
11965 | manganese atom | atom | storage polysaccharide | carbohydrate 
15199 | allosteric enzyme | protein | unsaturated fatty acid | carboxylic acid 
14642 | amino acid | molecule | methane | hydrocarbon molecule 
7720 | isomerase | enzyme | cholesterol | amphipathic molecule 
5468 | sunlight | radiation | chitin | structural polysaccharide 
10120 | cytochrome | monomer | rough endoplasmic reticulum | aqueous solution 
6748 | integrin | kinetic energy | cellulose | double bond 
13046 | carbon dioxide | compound | Lactic acid fermentation in muscle cell | Lactic acid fermentation 
4453 | uniporter | transport membrane protein | valence shell | electron-shell 
4520 | dynein | kinetic energy | polymer | covalent bond 
14393 | GTP | double bond | P680 | kinetic energy 
634 | fat molecule | chemical energy | ATP | kinetic energy 
8172 | nonpolar molecule | covalent bond | NAD plus | kinetic energy 
6373 | Alcohol fermentation by yeast | Alcohol fermentation | photosystem II | photosystem 
9040 | unsaturated fatty acid | kinetic energy | molecule | kinetic energy 
4264 | boron atom | atomic nucleus | rough endoplasmic reticulum | cisternal space 
18594 | allosteric enzyme | carbon skeleton | alcohol | hydroxyl group 
4792 | saturated fatty acid | kinetic energy | proton pump | peptide linkage 
17829 | Non competitive inhibition | Inhibition | Alcohol fermentation | Fermentation 
2804 | glucose-6-phosphate | polar covalent bond | glycine | nonpolar covalent bond 
15061 | nucleotide | double bond | unsaturated fat | double bond 
6363 | nucleic acid | organic molecule | sulfhydryl group | functional group 
17159 | proton pump | kinetic energy | amylopectin | double bond 
12404 | carbohydrate side chain | oligosaccharide | alpha helix | secondary structure 
4673 | Light reaction | Metabolic pathway | mitogen-activated protein kinase | protein kinase 
6831 | saturated fatty acid | single bond | chlorophyll A | kinetic energy 
14133 | coenzyme | cofactor | Signal transduction with testosterone | Signal transduction 
16344 | fructose | monosaccharide | methionine | amino acid 
16143 | Cellular respiration | Exergonic reaction | plastid | organelle 
9226 | Cascade | Chemical reaction | Lactic acid fermentation by bacteria | Lactic acid fermentation 
14812 | integral protein | carbon skeleton | phosphatidylcholine | fatty acid tail 
10717 | carbon dioxide | polar covalent bond | polypeptide | peptide linkage 
5190 | uncoupling protein | channel protein | Cell signaling with G-protein coupled receptor | Cell signaling with plasma membrane receptor 
3459 | disaccharide | carbon skeleton | pentose | carbon skeleton 
16917 | Fermentation | Anaerobic metabolism | tubulin | globular protein 
3138 | chloroplast | ribosome | mitochondrion | protein enzyme 
14144 | cytochrome A3 | cytochrome | prokaryotic flagellum | flagellum 
4064 | aquaporin | kinetic energy | oxygen molecule | nonpolar covalent bond 
10441 | isomerase | protein | diacylglycerol | amphipathic molecule 
18430 | chlorophyll A | chlorophyll | Anabolic pathway | Endergonic reaction 
4499 | tyrosine | nonpolar covalent bond | cellulose | polar covalent bond 
300 | pentose | carbon skeleton | lactic acid | carboxyl group 
2875 | glycogen | polysaccharide | chromoplast | plastid 
5693 | asparagine | amino group | glycogen | carbonyl group 
5072 | Lactic acid fermentation in muscle cell | Exergonic reaction | sunlight | radiation 
5016 | unsaturated fatty acid | carboxyl group | ADP | phosphate group 
19936 | beta tubulin | amino acid | chloroplast | carotenoid 
16047 | structural polysaccharide | polysaccharide | desmotubule | cellular structure 
14650 | hypertonic solution | aqueous solution | guanine | purine 
11014 | fat molecule | chemical energy | molecule | kinetic energy 
15860 | Cell signaling with Ca2 plus and IP3 and GPCR | Cell signaling with Ca2 plus and IP3 | phospholipid bilayer | cellular structure 
6043 | NADP Plus | kinetic energy | rubisco | disulfide bond 
2677 | integrin | polymer | actin | protein 
16930 | macrophage | peroxisome | animal | animal cell 
1952 | hydrogen atom | atomic nucleus | ribulose bisphosphate | carbon skeleton 
11289 | sodium-potassium pump | double bond | pentose | polar covalent bond 
93 | extra cellular matrix | motor protein | first electron-shell | atomic nucleus 
11656 | membrane | glycoprotein | acidic solution | acid 
17632 | oxygen molecule | molecule | eukaryotic cilium | cellular structure 
2558 | dynein | motor protein | oligosaccharide | carbohydrate 
16476 | PGAP | phosphorus atom | saturated fat | saturated fatty acid 
9459 | deoxyribose | monosaccharide | Chemical equilibrium reaction | Chemical reaction 
19924 | unsaturated fat | lipid | unsaturated fat | lipid 
13837 | noncompetitive inhibitor | enzyme inhibitor | hydrophobic compound | compound 
4494 | NADP Plus | kinetic energy | tyrosine | kinetic energy 
2168 | GTP | carbon skeleton | lactate | hydroxyl group 
3482 | aspartic acid | single bond | PEP carboxylase | disulfide bond 
2575 | mitochondrion | Eukaryotic pyruvate oxidation | ATP synthase | Facilitated diffusion 
19232 | secondary lysosome | lysosome | unsaturated fatty acid | fatty acid 
3989 | 3 phosphoglycerate | phosphate group | mitochondrion | mitochondrial matrix 
6079 | Aerobic metabolism | Metabolism | triose | monosaccharide 
11518 | proton pump | oxygen atom | receptor protein | monomer 
7965 | electromagnetic energy | energy | cellulose | molecule 
4122 | G-protein | monomer | actin | monomer 
6308 | valine | hydrophobic amino acid | pyruvic acid | carboxylic acid 
10715 | pyruvate | kinetic energy | ATP | double bond 
4999 | nucleotide | phosphate group | monosaccharide | carbon skeleton 
8497 | Anabolism | Metabolism | methionine | hydrophobic amino acid 
11807 | peroxisome | organelle | integrin | receptor protein 
9386 | tyrosine | kinetic energy | glucose | kinetic energy 
7114 | glycine | kinetic energy | cellulose | double bond 
18195 | Cellular respiration of glycogen | Exergonic reaction | transport membrane protein | integral protein 
7405 | Fermentation | Metabolic pathway | Glycolysis | Metabolic pathway 
2519 | maltose | disaccharide | Anabolism | Endergonic process 
1087 | Anabolic pathway | Chemical reaction | chromoplast | organelle 
7229 | hypotonic solution | aqueous solution | motor protein | protein 
16244 | pyruvate | carbon skeleton | PGAP | phosphate group 
19305 | protein enzyme | organic molecule | connexon | channel protein 
6645 | cellulose | kinetic energy | aspartic acid | kinetic energy 
17191 | nucleotide | organic molecule | optical isomer | isomer 
13860 | ATP | phosphate group | 3 phosphoglycerate | phosphate group 
5593 | plant cell | turgor pressure | carbon dioxide | double bond 
6948 | polar amino acid | organic molecule | allosteric enzyme | organic molecule 
13537 | glycogen | kinetic energy | carrier protein | kinetic energy 
13868 | Cell communication with epinephrine in muscle cell | Cell communication | monosaccharide | carbohydrate 
6851 | nucleoside | molecule | Pyruvate oxidation | Metabolic pathway 
5845 | transport membrane protein | amphipathic molecule | Alcohol fermentation | Exergonic reaction 
3388 | sodium chloride | ionic attraction | beta tubulin | kinetic energy 
13880 | starch | carbonyl group | ADP | carbon skeleton 
8024 | actin | globular protein | Synthesis of fatty acid from acetyl CoA | Synthesis of fatty acid 
4553 | endoplasmic reticulum | protein enzyme | chromosome | protein 
12378 | glyceraldehyde-3-phosphate | molecule | infrared ray | electromagnetic energy 
19718 | pentose | polar covalent bond | ATP synthase | peptide linkage 
4900 | nucleotide | phosphate group | organic molecule | carbon skeleton 
14521 | sodium-potassium pump | single bond | atom | kinetic energy 
791 | storage polysaccharide | carbonyl group | allosteric enzyme | active site 
2637 | glycolipid | kinetic energy | glycine | kinetic energy 
3920 | water molecule | polar covalent bond | AMP | single bond 
10169 | ribulose bisphosphate | polar covalent bond | oligosaccharide | double bond 
19762 | archaea | prokaryote | valine | hydrophobic amino acid 
15227 | algal cell | Golgi apparatus | mesophyll | mesophyll cell 
19217 | methane | single bond | sodium-potassium pump | single bond 
15525 | RNA | organic molecule | Eukaryotic pyruvate oxidation | Catabolic pathway 
4811 | saturated fatty acid | carboxylic acid | primary lysosome | lysosome 
5638 | cytoskeleton | cellular structure | Communication through cell cell recognition | Communication by direct contact 
11261 | unsaturated fatty acid | carboxyl group | oxidoreductase | carbon skeleton 
6244 | Cellular respiration of glycogen | Chemical reaction | ultraviolet ray | energy 
3497 | Alcohol fermentation by yeast | Metabolic pathway | cotransporter | integral protein 
2045 | carrier protein | kinetic energy | proline | single bond 
15140 | C4 plant | bundle-sheath cell | endoplasmic reticulum | aqueous solution 
11396 | Light reaction | Metabolic pathway | alpha helix | secondary structure 
6854 | water molecule | polar covalent bond | sodium-potassium pump | kinetic energy 
2024 | galactose | monosaccharide | pigment | organic molecule 
15432 | Catabolic pathway | Exergonic reaction | Passive transport | Diffusion 
3850 | saturated fatty acid | carboxyl group | storage polysaccharide | carbonyl group 
18214 | motor protein | kinetic energy | ADP | double bond 
14919 | chlorophyll A | magnesium atom | hydroxide ion | oxygen atom 
10545 | boron atom | atom | fat molecule | triglyceride 
19558 | oxidoreductase | covalent bond | amylopectin | double bond 
12934 | rubisco | protein enzyme | rubisco | protein enzyme 
